accession	KO	target	score	evalue	threshold	pass
GCF_000008445.1	K02000	NC_007530.2_1311	116.3	6.9e-34	421.03	False
GCF_000008445.1	K02000	NC_007530.2_524	115.8	9.9e-34	421.03	False
GCF_000008445.1	K02000	NC_007530.2_3058	114.8	2e-33	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4558	113.5	5.1e-33	421.03	False
GCF_000008445.1	K02000	NC_007530.2_3338	110.0	5.9e-32	421.03	False
GCF_000008445.1	K02000	NC_007530.2_5339	108.9	1.2e-31	421.03	False
GCF_000008445.1	K02000	NC_007530.2_5387	107.2	4e-31	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4305	106.6	6.1e-31	421.03	False
GCF_000008445.1	K02000	NC_007530.2_1872	104.2	3.2e-30	421.03	False
GCF_000008445.1	K02000	NC_007530.2_3487	101.5	2.1e-29	421.03	False
GCF_000008445.1	K02000	NC_007530.2_5164	99.5	8.8e-29	421.03	False
GCF_000008445.1	K02000	NC_007530.2_3507	98.8	1.4e-28	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2339	98.1	2.3e-28	421.03	False
GCF_000008445.1	K02000	NC_007530.2_1013	95.0	2e-27	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4531	94.1	3.7e-27	421.03	False
GCF_000008445.1	K02000	NC_007530.2_3723	93.9	4.3e-27	421.03	False
GCF_000008445.1	K02000	NC_007530.2_5085	93.7	4.8e-27	421.03	False
GCF_000008445.1	K02000	NC_007530.2_3235	91.8	1.8e-26	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4778	90.4	4.8e-26	421.03	False
GCF_000008445.1	K02000	NC_007530.2_3567	88.8	1.5e-25	421.03	False
GCF_000008445.1	K02000	NC_007530.2_3568	87.7	3.1e-25	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4246	86.4	8.1e-25	421.03	False
GCF_000008445.1	K02000	NC_007530.2_520	84.0	4.3e-24	421.03	False
GCF_000008445.1	K02000	NC_007530.2_1850	81.8	2e-23	421.03	False
GCF_000008445.1	K02000	NC_007530.2_839	81.3	2.8e-23	421.03	False
GCF_000008445.1	K02000	NC_007530.2_1863	81.1	3.1e-23	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2340	80.6	4.6e-23	421.03	False
GCF_000008445.1	K02000	NC_007530.2_837	80.2	6.1e-23	421.03	False
GCF_000008445.1	K02000	NC_007530.2_5254	79.6	9e-23	421.03	False
GCF_000008445.1	K02000	NC_007530.2_1270	76.7	6.8e-22	421.03	False
GCF_000008445.1	K02000	NC_007530.2_1851	76.2	9.8e-22	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2072	76.0	1.1e-21	421.03	False
GCF_000008445.1	K02000	NC_007530.2_220	75.1	2.1e-21	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2042	74.5	3.1e-21	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2919	73.3	7.3e-21	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2135	72.7	1.2e-20	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2784	71.9	1.9e-20	421.03	False
GCF_000008445.1	K02000	NC_007530.2_378	69.1	1.4e-19	421.03	False
GCF_000008445.1	K02000	NC_007530.2_1862	67.6	3.9e-19	421.03	False
GCF_000008445.1	K02000	NC_007530.2_5416	63.5	7e-18	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4108	61.9	2.1e-17	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2491	60.0	8.1e-17	421.03	False
GCF_000008445.1	K02000	NC_007530.2_892	58.1	2.9e-16	421.03	False
GCF_000008445.1	K02000	NC_007530.2_5162	54.2	4.6e-15	421.03	False
GCF_000008445.1	K02000	NC_007530.2_254	47.9	3.5e-13	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2822	45.5	1.9e-12	421.03	False
GCF_000008445.1	K02000	NC_007530.2_1309	43.7	6.6e-12	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4984	40.1	8.3e-11	421.03	False
GCF_000008445.1	K02000	NC_007530.2_893	35.9	1.6e-09	421.03	False
GCF_000008445.1	K02000	NC_007530.2_2492	33.6	7.6e-09	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4636	32.6	1.5e-08	421.03	False
GCF_000008445.1	K02000	NC_007530.2_5149	28.8	2.1e-07	421.03	False
GCF_000008445.1	K02000	NC_007530.2_4694	25.8	1.8e-06	421.03	False
GCF_000008445.1	K02000	NC_007530.2_714	24.3	5.2e-06	421.03	False
GCF_000008445.1	K02001	NC_007530.2_2673	464.3	3e-139	226.07	True
GCF_000008445.1	K02001	NC_007530.2_2188	183.1	3.6e-54	226.07	False
GCF_000008445.1	K02001	NC_007530.2_2675	103.5	4.5e-30	226.07	False
GCF_000008445.1	K02001	NC_007530.2_2674	62.3	1.3e-17	226.07	False
GCF_000008445.1	K02001	NC_007530.2_172	48.6	1.8e-13	226.07	False
GCF_000008445.1	K02001	NC_007530.2_4987	45.7	1.3e-12	226.07	False
GCF_000008445.1	K02001	NC_007530.2_720	42.6	1.2e-11	226.07	False
GCF_000008445.1	K02001	NC_007530.2_710	40.1	6.9e-11	226.07	False
GCF_000008445.1	K02001	NC_007530.2_304	38.0	3e-10	226.07	False
GCF_000008445.1	K02001	NC_007530.2_375	31.7	2.3e-08	226.07	False
GCF_000008445.1	K02001	NC_007530.2_4294	31.5	2.8e-08	226.07	False
GCF_000008445.1	K02001	NC_007530.2_2796	24.0	5.1e-06	226.07	False
GCF_000008445.1	K02001	NC_007530.2_709	23.6	6.7e-06	226.07	False
GCF_000008445.1	K02001	NC_007530.2_3573	23.5	7.3e-06	226.07	False
GCF_000008445.1	K02001	NC_007530.2_1233	23.3	8.4e-06	226.07	False
GCF_000008445.1	K02002	NC_007530.2_2675	330.7	4.4e-99	127.63	True
GCF_000008445.1	K02002	NC_007530.2_2673	114.1	1.9e-33	127.63	False
GCF_000008445.1	K02002	NC_007530.2_2188	97.0	2.8e-28	127.63	False
GCF_000008445.1	K02002	NC_007530.2_4180	35.2	1.5e-09	127.63	False
GCF_000008445.1	K02002	NC_007530.2_4987	25.0	1.9e-06	127.63	False
GCF_000008445.1	K03315	NC_007530.2_333	664.2	3.6e-200	184.73	True
GCF_000008445.1	K03315	NC_007530.2_4151	581.0	5.6e-175	184.73	True
GCF_000008445.1	K03315	NC_007530.2_1690	555.1	4e-167	184.73	True
GCF_000008445.1	K03315	NC_007530.2_1386	124.6	1.1e-36	184.73	False
GCF_000008445.1	K03315	NC_007530.2_555	32.3	9.9e-09	184.73	False
GCF_000008445.1	K03316	NC_007530.2_4564	140.0	3.6e-41	424.4	False
GCF_000008445.1	K03316	NC_007530.2_1566	54.1	3.6e-15	424.4	False
GCF_000008445.1	K03316	NC_007530.2_808	48.2	2.2e-13	424.4	False
GCF_000008445.1	K03316	NC_007530.2_4768	27.3	4.5e-07	424.4	False
GCF_000008445.1	K03317	NC_007530.2_5220	584.7	8.9e-176	576.77	True
GCF_000008445.1	K03317	NC_007530.2_1812	370.7	5.1e-111	576.77	False
GCF_000008445.1	K03317	NC_007530.2_324	362.5	1.5e-108	576.77	False
GCF_000008445.1	K03317	NC_007530.2_5058	337.7	5e-101	576.77	False
GCF_000008445.1	K03317	NC_007530.2_600	336.7	9.9e-101	576.77	False
GCF_000008445.1	K03317	NC_007530.2_5059	334.0	6.4e-100	576.77	False
GCF_000008445.1	K03317	NC_007530.2_2865	281.4	5.4e-84	576.77	False
GCF_000008445.1	K01546	NC_007530.2_731	802.7	7.8e-242	197.57	True
GCF_000008445.1	K01547	NC_007530.2_732	1126.3	0	383.7	True
GCF_000008445.1	K01547	NC_007530.2_3682	263.6	9.4e-79	383.7	False
GCF_000008445.1	K01547	NC_007530.2_404	245.6	2.7e-73	383.7	False
GCF_000008445.1	K01547	NC_007530.2_590	217.8	6.6e-65	383.7	False
GCF_000008445.1	K01547	NC_007530.2_399	193.0	2.2e-57	383.7	False
GCF_000008445.1	K01547	NC_007530.2_3830	163.1	2.3e-48	383.7	False
GCF_000008445.1	K01548	NC_007530.2_733	254.5	2.5e-76	42.3	True
GCF_000008445.1	K03455	NC_007530.2_808	169.9	2.8e-50	666.1	False
GCF_000008445.1	K03455	NC_007530.2_1566	158.7	6.6e-47	666.1	False
GCF_000008445.1	K03455	NC_007530.2_4768	127.1	2.4e-37	666.1	False
GCF_000008445.1	K03455	NC_007530.2_5047	124.8	1.2e-36	666.1	False
GCF_000008445.1	K03455	NC_007530.2_4005	41.7	1.5e-11	666.1	False
GCF_000008445.1	K03455	NC_007530.2_5380	35.1	1.5e-09	666.1	False
GCF_000008445.1	K03455	NC_007530.2_5381	34.6	2.1e-09	666.1	False
GCF_000009045.1	K00133	NC_000964.3_1725	481.5	8.5e-145	219.27	True
GCF_000009045.1	K00133	NC_000964.3_1140	86.3	4.9e-25	219.27	False
GCF_000009045.1	K00133	NC_000964.3_2999	38.6	1.5e-10	219.27	False
GCF_000009045.1	K00133	NC_000964.3_151	33.4	5.5e-09	219.27	False
GCF_000009045.1	K00133	NC_000964.3_3501	32.4	1.1e-08	219.27	False
GCF_000009045.1	K00931	NC_000964.3_1349	462.3	6.7e-139	285.2	True
GCF_000009045.1	K00931	NC_000964.3_1908	445.5	8.1e-134	285.2	True
GCF_000009045.1	K00931	NC_000964.3_1701	34.5	2.8e-09	285.2	False
GCF_000009045.1	K00931	NC_000964.3_1726	27.9	2.8e-07	285.2	False
GCF_000009045.1	K00931	NC_000964.3_1142	23.4	6.2e-06	285.2	False
GCF_000009045.1	K00147	NC_000964.3_1350	625.4	2.4e-188	550.87	True
GCF_000009045.1	K00147	NC_000964.3_251	63.1	4.4e-18	550.87	False
GCF_000009045.1	K00147	NC_000964.3_325	46.1	6e-13	550.87	False
GCF_000009045.1	K00147	NC_000964.3_4090	40.5	3e-11	550.87	False
GCF_000009045.1	K00147	NC_000964.3_398	36.2	6.2e-10	550.87	False
GCF_000009045.1	K00147	NC_000964.3_3996	35.0	1.4e-09	550.87	False
GCF_000009045.1	K00147	NC_000964.3_762	33.8	3.3e-09	550.87	False
GCF_000009045.1	K00147	NC_000964.3_3907	29.6	5.9e-08	550.87	False
GCF_000009045.1	K00147	NC_000964.3_3204	28.0	1.8e-07	550.87	False
GCF_000009045.1	K00147	NC_000964.3_2000	26.7	4.5e-07	550.87	False
GCF_000009045.1	K06718	NC_000964.3_2452	43.1	7e-12	76.37	False
GCF_000009045.1	K06718	NC_000964.3_2233	25.6	1.6e-06	76.37	False
GCF_000009045.1	K06718	NC_000964.3_3899	25.2	2.1e-06	76.37	False
GCF_000009045.1	K06718	NC_000964.3_3766	24.5	3.6e-06	76.37	False
GCF_000009045.1	K06718	NC_000964.3_2748	23.1	9.8e-06	76.37	False
GCF_000009045.1	K00129	NC_000964.3_3907	572.2	2.7e-172	783.5	False
GCF_000009045.1	K00129	NC_000964.3_4100	469.0	5e-141	783.5	False
GCF_000009045.1	K00129	NC_000964.3_398	233.6	1e-69	783.5	False
GCF_000009045.1	K00129	NC_000964.3_2000	225.6	2.7e-67	783.5	False
GCF_000009045.1	K00129	NC_000964.3_3204	198.2	5.1e-59	783.5	False
GCF_000009045.1	K00129	NC_000964.3_325	187.4	1e-55	783.5	False
GCF_000009045.1	K00129	NC_000964.3_3889	183.8	1.2e-54	783.5	False
GCF_000009045.1	K00129	NC_000964.3_251	183.7	1.3e-54	783.5	False
GCF_000009045.1	K00129	NC_000964.3_762	175.5	4e-52	783.5	False
GCF_000009045.1	K00129	NC_000964.3_3996	164.8	6.7e-49	783.5	False
GCF_000009045.1	K00129	NC_000964.3_4090	150.5	1.5e-44	783.5	False
GCF_000009045.1	K00130	NC_000964.3_3204	759.4	6.2e-229	692.43	True
GCF_000009045.1	K00130	NC_000964.3_2000	698.6	1.6e-210	692.43	True
GCF_000009045.1	K00130	NC_000964.3_251	546.4	1.9e-164	692.43	False
GCF_000009045.1	K00130	NC_000964.3_398	539.0	3.3e-162	692.43	False
GCF_000009045.1	K00130	NC_000964.3_325	455.1	7.8e-137	692.43	False
GCF_000009045.1	K00130	NC_000964.3_762	454.5	1.2e-136	692.43	False
GCF_000009045.1	K00130	NC_000964.3_4090	444.1	1.8e-133	692.43	False
GCF_000009045.1	K00130	NC_000964.3_3889	437.4	1.8e-131	692.43	False
GCF_000009045.1	K00130	NC_000964.3_3996	434.8	1.2e-130	692.43	False
GCF_000009045.1	K00130	NC_000964.3_3907	304.0	4.3e-91	692.43	False
GCF_000009045.1	K00130	NC_000964.3_4100	272.3	1.7e-81	692.43	False
GCF_000009045.1	K00130	NC_000964.3_1350	45.5	7.3e-13	692.43	False
GCF_000009045.1	K05375	NC_000964.3_3296	113.4	1.5e-33	30.0	True
GCF_000009045.1	K05845	NC_000964.3_3488	310.1	6.1e-93	108.03	True
GCF_000009045.1	K05845	NC_000964.3_3478	302.6	1.2e-90	108.03	True
GCF_000009045.1	K05845	NC_000964.3_304	22.8	7.9e-06	108.03	False
GCF_000009045.1	K05846	NC_000964.3_3489	292.2	2.2e-87	180.93	True
GCF_000009045.1	K05846	NC_000964.3_3479	292.1	2.2e-87	180.93	True
GCF_000009045.1	K05846	NC_000964.3_3487	274.4	5e-82	180.93	True
GCF_000009045.1	K05846	NC_000964.3_3477	272.1	2.5e-81	180.93	True
GCF_000009045.1	K05846	NC_000964.3_3490	151.8	6.5e-45	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3480	147.0	1.8e-43	180.93	False
GCF_000009045.1	K05846	NC_000964.3_303	126.6	2.8e-37	180.93	False
GCF_000009045.1	K05846	NC_000964.3_302	116.5	3.1e-34	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3375	98.6	8.4e-29	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3478	93.4	3.2e-27	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3488	92.0	8.5e-27	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3994	88.3	1.1e-25	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3376	84.5	1.5e-24	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3356	82.3	7e-24	180.93	False
GCF_000009045.1	K05846	NC_000964.3_364	76.9	3e-22	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3033	73.7	2.9e-21	180.93	False
GCF_000009045.1	K05846	NC_000964.3_911	73.7	3e-21	180.93	False
GCF_000009045.1	K05846	NC_000964.3_2480	71.2	1.7e-20	180.93	False
GCF_000009045.1	K05846	NC_000964.3_909	70.1	3.7e-20	180.93	False
GCF_000009045.1	K05846	NC_000964.3_4062	65.0	1.2e-18	180.93	False
GCF_000009045.1	K05846	NC_000964.3_2836	60.0	4.1e-17	180.93	False
GCF_000009045.1	K05846	NC_000964.3_149	58.8	9.3e-17	180.93	False
GCF_000009045.1	K05846	NC_000964.3_2581	58.1	1.6e-16	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1360	57.1	3.1e-16	180.93	False
GCF_000009045.1	K05846	NC_000964.3_2582	56.4	5.2e-16	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3704	55.5	9.4e-16	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1169	55.2	1.1e-15	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1337	54.7	1.7e-15	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1168	54.5	1.9e-15	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1157	54.2	2.4e-15	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1158	54.1	2.5e-15	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3158	53.2	4.7e-15	180.93	False
GCF_000009045.1	K05846	NC_000964.3_148	49.4	6.6e-14	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1331	49.2	7.8e-14	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3576	48.6	1.2e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3159	47.8	2e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_290	47.7	2.2e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_994	47.0	3.6e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3435	46.6	4.5e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3979	46.6	4.7e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_389	46.3	5.6e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_2583	46.1	6.6e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3139	46.0	7.2e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3516	45.6	9.5e-13	180.93	False
GCF_000009045.1	K05846	NC_000964.3_774	45.3	1.2e-12	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1255	43.3	4.7e-12	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1484	43.1	5.4e-12	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3433	42.8	6.7e-12	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3257	42.5	7.8e-12	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1584	41.1	2.1e-11	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3633	40.9	2.5e-11	180.93	False
GCF_000009045.1	K05846	NC_000964.3_279	40.3	3.6e-11	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3173	40.1	4.2e-11	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3397	38.9	1e-10	180.93	False
GCF_000009045.1	K05846	NC_000964.3_933	36.1	6.9e-10	180.93	False
GCF_000009045.1	K05846	NC_000964.3_4078	34.4	2.3e-09	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3135	34.3	2.5e-09	180.93	False
GCF_000009045.1	K05846	NC_000964.3_2839	33.1	5.6e-09	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3420	32.9	6.7e-09	180.93	False
GCF_000009045.1	K05846	NC_000964.3_856	32.2	1.1e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_768	31.7	1.5e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_845	31.6	1.6e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1480	31.5	1.8e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_2838	31.3	2e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_995	31.2	2.1e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1481	31.2	2.2e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3834	30.9	2.7e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3446	30.8	2.7e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_846	30.6	3.3e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3589	30.4	3.8e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_894	30.4	3.8e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_459	30.0	5e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_764	29.6	6.4e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1011	29.5	7.2e-08	180.93	False
GCF_000009045.1	K05846	NC_000964.3_934	28.0	1.9e-07	180.93	False
GCF_000009045.1	K05846	NC_000964.3_1025	27.6	2.7e-07	180.93	False
GCF_000009045.1	K05846	NC_000964.3_379	27.0	4.1e-07	180.93	False
GCF_000009045.1	K05846	NC_000964.3_3987	26.1	7.6e-07	180.93	False
GCF_000009045.1	K05846	NC_000964.3_4183	24.6	2.2e-06	180.93	False
GCF_000009045.1	K05847	NC_000964.3_3490	513.0	2.7e-154	368.67	True
GCF_000009045.1	K05847	NC_000964.3_3480	510.7	1.3e-153	368.67	True
GCF_000009045.1	K05847	NC_000964.3_302	357.4	4e-107	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3994	293.1	1.3e-87	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3356	288.3	3.6e-86	368.67	False
GCF_000009045.1	K05847	NC_000964.3_2836	261.7	4.3e-78	368.67	False
GCF_000009045.1	K05847	NC_000964.3_2480	257.3	8.9e-77	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1360	256.4	1.7e-76	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3376	253.3	1.5e-75	368.67	False
GCF_000009045.1	K05847	NC_000964.3_364	237.0	1.3e-70	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3033	232.8	2.4e-69	368.67	False
GCF_000009045.1	K05847	NC_000964.3_909	232.0	4.3e-69	368.67	False
GCF_000009045.1	K05847	NC_000964.3_4062	228.5	4.9e-68	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3158	226.1	2.6e-67	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1169	223.9	1.2e-66	368.67	False
GCF_000009045.1	K05847	NC_000964.3_2581	211.8	5.4e-63	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3704	210.9	1.1e-62	368.67	False
GCF_000009045.1	K05847	NC_000964.3_2582	209.9	2.1e-62	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3633	206.2	2.8e-61	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1484	203.9	1.4e-60	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1255	202.7	3.1e-60	368.67	False
GCF_000009045.1	K05847	NC_000964.3_149	202.3	4.2e-60	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3139	202.2	4.5e-60	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1158	201.3	8.6e-60	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3433	197.7	1e-58	368.67	False
GCF_000009045.1	K05847	NC_000964.3_148	194.5	9.8e-58	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1337	191.9	5.9e-57	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3257	188.4	7.1e-56	368.67	False
GCF_000009045.1	K05847	NC_000964.3_856	181.1	1.1e-53	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1168	180.9	1.3e-53	368.67	False
GCF_000009045.1	K05847	NC_000964.3_845	177.1	1.8e-52	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3135	175.9	4.1e-52	368.67	False
GCF_000009045.1	K05847	NC_000964.3_279	174.0	1.7e-51	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3979	173.4	2.5e-51	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1331	172.8	3.8e-51	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3576	172.3	5.2e-51	368.67	False
GCF_000009045.1	K05847	NC_000964.3_4078	171.7	8.1e-51	368.67	False
GCF_000009045.1	K05847	NC_000964.3_894	164.8	9.8e-49	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1011	163.2	3.1e-48	368.67	False
GCF_000009045.1	K05847	NC_000964.3_379	159.8	3.3e-47	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3516	158.7	6.8e-47	368.67	False
GCF_000009045.1	K05847	NC_000964.3_389	158.4	8.8e-47	368.67	False
GCF_000009045.1	K05847	NC_000964.3_846	157.2	1.9e-46	368.67	False
GCF_000009045.1	K05847	NC_000964.3_994	156.2	4e-46	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3173	155.9	4.9e-46	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3589	155.8	5.5e-46	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1157	155.0	9.5e-46	368.67	False
GCF_000009045.1	K05847	NC_000964.3_261	152.2	6.7e-45	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3397	150.2	2.7e-44	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1480	149.7	3.8e-44	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3834	149.0	6.2e-44	368.67	False
GCF_000009045.1	K05847	NC_000964.3_774	147.4	1.8e-43	368.67	False
GCF_000009045.1	K05847	NC_000964.3_933	146.7	2.9e-43	368.67	False
GCF_000009045.1	K05847	NC_000964.3_934	145.2	8.5e-43	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3435	140.4	2.6e-41	368.67	False
GCF_000009045.1	K05847	NC_000964.3_290	136.7	3.3e-40	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1481	135.6	6.8e-40	368.67	False
GCF_000009045.1	K05847	NC_000964.3_995	132.9	4.8e-39	368.67	False
GCF_000009045.1	K05847	NC_000964.3_764	129.1	6.8e-38	368.67	False
GCF_000009045.1	K05847	NC_000964.3_459	127.9	1.5e-37	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3420	124.6	1.6e-36	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3986	123.5	3.4e-36	368.67	False
GCF_000009045.1	K05847	NC_000964.3_618	122.8	5.3e-36	368.67	False
GCF_000009045.1	K05847	NC_000964.3_200	122.3	7.7e-36	368.67	False
GCF_000009045.1	K05847	NC_000964.3_581	119.7	4.7e-35	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1584	118.5	1.1e-34	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1025	117.0	3.2e-34	368.67	False
GCF_000009045.1	K05847	NC_000964.3_4183	112.2	8.9e-33	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3142	107.4	2.6e-31	368.67	False
GCF_000009045.1	K05847	NC_000964.3_768	96.3	5.9e-28	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3100	95.7	8.6e-28	368.67	False
GCF_000009045.1	K05847	NC_000964.3_1491	94.4	2.1e-27	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3987	94.3	2.3e-27	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3680	89.0	9.5e-26	368.67	False
GCF_000009045.1	K05847	NC_000964.3_2224	75.1	1.5e-21	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3849	54.2	3.3e-15	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3623	50.6	4.1e-14	368.67	False
GCF_000009045.1	K05847	NC_000964.3_3372	47.1	4.9e-13	368.67	False
GCF_000009045.1	K05847	NC_000964.3_4131	25.5	1.6e-06	368.67	False
GCF_000009045.1	K02000	NC_000964.3_302	659.1	2.5e-198	421.03	True
GCF_000009045.1	K02000	NC_000964.3_3480	371.7	2.5e-111	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3490	369.0	1.7e-110	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3376	305.8	2.3e-91	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3994	260.6	1.1e-77	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3356	257.5	9.6e-77	421.03	False
GCF_000009045.1	K02000	NC_000964.3_2480	240.3	1.6e-71	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3033	232.5	3.5e-69	421.03	False
GCF_000009045.1	K02000	NC_000964.3_2836	221.1	1e-65	421.03	False
GCF_000009045.1	K02000	NC_000964.3_4062	220.6	1.4e-65	421.03	False
GCF_000009045.1	K02000	NC_000964.3_364	215.7	4.2e-64	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3139	213.9	1.5e-63	421.03	False
GCF_000009045.1	K02000	NC_000964.3_1169	206.5	2.5e-61	421.03	False
GCF_000009045.1	K02000	NC_000964.3_1484	203.9	1.6e-60	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3433	200.3	1.9e-59	421.03	False
GCF_000009045.1	K02000	NC_000964.3_1158	197.2	1.7e-58	421.03	False
GCF_000009045.1	K02000	NC_000964.3_148	193.7	1.9e-57	421.03	False
GCF_000009045.1	K02000	NC_000964.3_1360	193.5	2.2e-57	421.03	False
GCF_000009045.1	K02000	NC_000964.3_909	193.5	2.3e-57	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3158	183.4	2.6e-54	421.03	False
GCF_000009045.1	K02000	NC_000964.3_3135	181.6	8.9e-54	421.03	False
